genre_ids,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count,nome_no_dataset,data_no_dataset
"[9648, 10749, 53]",426,en,Vertigo,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",7.4702,1958-05-28,Vertigo,8.16,6010,Vertigo,1958
"[35, 10749]",872,en,Singin' in the Rain,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",3.8909,1952-04-10,Singin' in the Rain,8.1,3300,Singin' in the Rain,1952
[18],3782,ja,生きる,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",3.8045,1952-10-09,Ikiru,8.3,1231,Ikiru,1952
"[80, 53]",996,en,Double Indemnity,A seductive housewife draws an insurance salesman into a plot of adultery and crime to collect on her husband's life insurance.,2.3198,1944-07-06,Double Indemnity,8.106,1898,Double Indemnity,1944
"[9648, 18]",15,en,Citizen Kane,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",5.2576,1941-04-17,Citizen Kane,8.0,5739,Citizen Kane,1941
"[18, 878]",19,de,Metropolis,"In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.",3.7561,1927-02-06,Metropolis,8.098,2927,Metropolis,1927
"[35, 18]",10098,en,The Kid,A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,2.8046,1921-01-21,The Kid,8.152,2227,The Kid,1921
"[10749, 35, 18]",596650,hi,छिछोरे,Following a group of friends from university as they progress into middle-age life and go their own separate ways.,2.6949,2019-09-05,Chhichhore,7.639,144,Chhichhore,2019
"[28, 53, 12, 80]",564147,kn,ಕೆಜಿಎಫ್ ಅಧ್ಯಾಯ ೧,"A period drama set in the 1970s, KGF follows the story of a fierce rebel who rises against the brutal oppression in Kolar Gold Fields and becomes the symbol of hope to legions of downtrodden people.",6.0185,2018-12-20,K.G.F: Chapter 1,7.456,241,K.G.F: Chapter 1,2018
"[18, 35, 36]",490132,en,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",11.8967,2018-11-16,Green Book,8.226,12213,Green Book,2018
"[80, 18]",359940,en,"Three Billboards Outside Ebbing, Missouri","After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",5.4227,2017-12-01,"Three Billboards Outside Ebbing, Missouri",8.063,10453,"Three Billboards Outside Ebbing, Missouri",2017
"[53, 18, 9648]",353464,hi,तलवार,A hardened cop deals with three conflicting perspectives involving a brutal double murder. The case is complicated as the prime suspects are the parents who supposedly killed their teenage daughter.,1.6334,2015-10-02,Talvar,7.463,175,Talvar,2015
"[16, 10751, 12, 35, 14]",508965,en,Klaus,"A selfish postman and a reclusive toymaker form an unlikely friendship, delivering joy to a cold, dark town that desperately needs it.",9.0471,2019-11-08,Klaus,8.234,4341,Klaus,2019
"[80, 9648, 53]",352173,hi,दृश्यम्,A simple street-smart man tries to protect his family from a cop looking for her missing son who was accidently killed by his daughter.,3.7512,2015-07-30,Drishyam,7.591,436,Drishyam,2015
"[36, 18]",206324,hi,भाग मिल्खा भाग,"The true story of the ""Flying Sikh"" world champion runner and Olympian Milkha Singh who overcame the massacre of his family, civil war during the India-Pakistan partition, and homelessness to become one of India's most iconic athletes.",3.7514,2013-07-12,Bhaag Milkha Bhaag,7.442,258,Bhaag Milkha Bhaag,2013
[18],45316,hi,उड़ान,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",1.9842,2010-06-17,Udaan,7.226,208,Udaan,2010
"[80, 18]",96398,hi,पान सिंह तोमर,Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.,3.2109,2012-03-02,Paan Singh Tomar,7.373,130,Paan Singh Tomar,2012
"[18, 28]",59440,en,Warrior,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.",7.7823,2011-09-09,Warrior,7.842,4776,Warrior,2011
"[18, 53, 9648]",11324,en,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",22.7597,2010-02-14,Shutter Island,8.201,24828,Shutter Island,2010
"[16, 35, 10751, 12]",14160,en,Up,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",19.4163,2009-05-28,Up,7.958,20922,Up,2009
"[80, 18, 35]",106646,en,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",20.7841,2013-12-25,The Wolf of Wall Street,8.028,24927,The Wolf of Wall Street,2013
[18],14163,hi,चकदे! इंडिया,"A team of rag-tag girls with their own agenda form Team India competing for international fame in field hockey. Their coach, the ex-men's Indian National team captain, returns from a life of shame after being unjustly accused of match fixing in his last match. Can he give the girls the motivation required to win, while dealing with the shadows of his own past?",2.7858,2007-08-09,Chak De! India,7.19,344,Chak De! India,2007
[18],7345,en,There Will Be Blood,"Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",10.1455,2007-12-26,There Will Be Blood,8.1,6955,There Will Be Blood,2007
"[14, 18, 10752]",1417,es,El laberinto del fauno,"In post–civil war Spain, 10-year-old Ofelia moves with her pregnant mother to live under the control of her cruel stepfather. Drawn into a mysterious labyrinth, she meets a faun who reveals that she may be a lost princess from an underground kingdom. To return to her true father, she must complete a series of surreal and perilous tasks that blur the line between reality and fantasy.",12.5159,2006-10-11,Pan's Labyrinth,7.756,10954,Pan's Labyrinth,2006
"[16, 10751, 35]",10193,en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",15.7677,2010-06-16,Toy Story 3,7.8,15145,Toy Story 3,2010
"[35, 18, 36, 10749]",7913,hi,रंग दे बसंती,"After a group of friends graduate from Delhi University, they listlessly haunt their old campus, until a British filmmaker casts them in a film she's making about freedom fighters under British rule. Although the group is largely apolitical, the tragic death of a friend owing to local government corruption awakens their patriotism. Inspired by the freedom fighters they represent in the film, the friends collectively decide to avenge the killing.",3.0399,2006-01-26,Rang De Basanti,7.093,466,Rang De Basanti,2006
[18],31977,hi,Black,"Unable to see, hear, or speak after a childhood illness, a young woman grows up prone to violent outbursts until an eccentric tutor changes her life.",1.336,2005-02-04,Black,7.7,215,Black,2005
"[18, 80, 28]",272,en,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",16.4394,2005-06-10,Batman Begins,7.7,21752,Batman Begins,2005
"[18, 10749]",453,en,A Beautiful Mind,"From the heights of notoriety to the depths of depravity, John Forbes Nash Jr. experiences it all. As a brilliant but socially awkward mathematician, he made a groundbreaking discovery early in his career and stands on the brink of international acclaim. But as the handsome and arrogant Nash accepts secret work in cryptography, he becomes entangled in a mysterious conspiracy. His life takes a nightmarish turn and he soon finds himself on a painful and harrowing journey of self-discovery.",8.6917,2001-12-14,A Beautiful Mind,7.856,10605,A Beautiful Mind,2001
"[35, 80]",21614,hi,Hera Pheri,"Three unemployed men find the answer to all their money problems when they receive a call from a kidnapper. However, things do not go as planned.",0.9804,2000-03-31,Hera Pheri,6.976,275,Hera Pheri,2000
"[35, 80]",100,en,"Lock, Stock and Two Smoking Barrels",A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,2.4071,1998-08-28,"Lock, Stock and Two Smoking Barrels",8.109,6854,"Lock, Stock and Two Smoking Barrels",1998
"[80, 9648, 53, 18]",2118,en,L.A. Confidential,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,10.1358,1997-09-19,L.A. Confidential,7.8,5211,L.A. Confidential,1997
