genre_ids,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count,nome_no_dataset,data_no_dataset
"[80, 9648, 53]",1949,en,Zodiac,"The Zodiac murders cause the lives of Paul Avery, David Toschi and Robert Graysmith to intersect.",11.5539,2007-03-02,Zodiac,7.528,11016,Zodiac,2007
"[18, 53, 80, 9648]",186,en,Lucky Number Slevin,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma.",8.6836,2006-02-24,Lucky Number Slevin,7.481,4231,Lucky Number Slevin,2006
[18],5708,en,Control,"The story of Joy Division’s lead singer Ian Curtis, from his schoolboy days in 1973 to his suicide on the eve of the band's first American tour in 1980.",2.2848,2007-09-12,Control,7.526,878,Control,2007
"[16, 10751, 12]",38757,en,Tangled,"Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.",21.4296,2010-11-24,Tangled,7.611,11895,Tangled,2010
"[18, 10749]",142,en,Brokeback Mountain,"In 1960s Wyoming, two men develop a strong emotional and sexual relationship that endures as a lifelong connection complicating their lives as they get married and start families of their own.",10.0529,2005-10-22,Brokeback Mountain,7.785,7267,Brokeback Mountain,2005
[37],5176,en,3:10 to Yuma,"In Arizona in the late 1800s, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",4.7228,2007-09-06,3:10 to Yuma,7.221,3786,3:10 to Yuma,2007
[],1319271,en,Crash,"A group of four people are seen working together on a structure made of blocks. An interloper joins their group, but can't conform to their procedures. She disrupts their activity, eventually damaging their work. A variety of tactics are employed in an effort to reform her into a productive member of their society. It seems to work and she becomes a team player. But, her seeming conformity triggers a reversal as the others see their own behavior reflected in hers. They act out destroying their own work, they lose their will and ability to function - they crash. Their shut down reveals her to be an agent of change, her actions a subterfuge.",0.071,2004-01-01,Crash,0.0,0,Crash,2004
"[28, 18, 53]",2502,en,The Bourne Supremacy,"A CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",8.8191,2004-07-23,The Bourne Supremacy,7.324,7778,The Bourne Supremacy,2004
"[53, 18]",4553,en,The Machinist,"Trevor, an insomniac lathe operator, experiences unusual occurrences at work and home. A strange man follows him everywhere, but no one else seems to notice him.",4.0212,2004-09-24,The Machinist,7.525,5820,The Machinist,2004
"[18, 10402]",1677,en,Ray,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered coupling gospel and country together.",4.0559,2004-10-29,Ray,7.45,2086,Ray,2004
"[18, 10749, 35]",153,en,Lost in Translation,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",9.0887,2003-09-18,Lost in Translation,7.387,7661,Lost in Translation,2003
"[12, 14]",674,en,Harry Potter and the Goblet of Fire,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",25.8251,2005-11-16,Harry Potter and the Goblet of Fire,7.8,21405,Harry Potter and the Goblet of Fire,2005
"[28, 18, 53]",9509,en,Man on Fire,"Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",8.2026,2004-04-23,Man on Fire,7.458,5342,Man on Fire,2004
"[16, 10751, 14]",14836,en,Coraline,"Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",20.7234,2009-02-05,Coraline,7.896,8516,Coraline,2009
"[18, 28, 10752]",616,en,The Last Samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",10.5588,2003-12-05,The Last Samurai,7.595,7162,The Last Samurai,2003
"[18, 36]",8094,en,The Magdalene Sisters,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,1.1753,2002-08-30,The Magdalene Sisters,7.431,426,The Magdalene Sisters,2002
[18],10950,en,I Am Sam,"Sam, a neurodivergent man, has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations as a parent start to become a problem and the authorities take her away. Sam convinces high-priced lawyer Rita to take his case pro bono and in turn teaches her the value of love and family.",4.164,2001-12-28,I Am Sam,7.559,2359,I Am Sam,2001
"[35, 80, 18]",2757,en,Adaptation.,"Charlie Kaufman is a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald. While struggling to adapt ""The Orchid Thief,"" by Susan Orlean, Kaufman's life spins from pathetic to bizarre. The lives of Kaufman, Orlean's book, become strangely intertwined as each one's search for passion collides with the others'.",5.2221,2002-12-06,Adaptation.,7.355,2610,Adaptation.,2002
"[28, 10752, 36]",855,en,Black Hawk Down,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",12.0451,2001-12-28,Black Hawk Down,7.388,6033,Black Hawk Down,2001
"[80, 18, 53]",4147,en,Road to Perdition,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",5.8521,2002-07-12,Road to Perdition,7.351,3790,Road to Perdition,2002
"[18, 35, 10402]",71,en,Billy Elliot,"County Durham, England, 1984. The miners' strike has started and the police have started coming up from Bethnal Green, starting a class war with the lower classes suffering. Caught in the middle of the conflict is 11-year old Billy Elliot, who, after leaving his boxing club for the day, stumbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs. Wilkinson for an upcoming audition in Newcastle-upon Tyne for the royal Ballet school in London.",4.4994,2000-09-28,Billy Elliot,7.596,3947,Billy Elliot,2000
"[35, 10402, 18]",13403,en,Hedwig and the Angry Inch,"Raised a boy in East Berlin, Hedwig undergoes a personal transformation in order to emigrate to the U.S., where she reinvents herself as an 'internationally ignored' but divinely talented rock diva, inhabiting a 'beautiful gender of one'.",1.3747,2001-07-20,Hedwig and the Angry Inch,7.417,397,Hedwig and the Angry Inch,2001
"[53, 80]",161,en,Ocean's Eleven,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",10.3794,2001-12-07,Ocean's Eleven,7.45,12017,Ocean's Eleven,2001
"[16, 14, 27, 28, 12, 878]",15999,ja,吸血鬼ハンターD ブラッドラスト,"D, a legendary dhampir competes with a motley family of bounty hunters to track down Charlotte Elbourne, a young woman who has seemingly been abducted by vampire nobleman Meier Link.",4.6446,2000-08-25,Vampire Hunter D: Bloodlust,7.64,723,Vampire Hunter D: Bloodlust,2000
"[12, 35, 80]",134,en,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",7.7091,2000-08-30,"O Brother, Where Art Thou?",7.316,4343,"O Brother, Where Art Thou?",2000
"[16, 35]",9473,en,"South Park: Bigger, Longer & Uncut","In this feature film based on the hit animated series, the third graders of South Park sneak into an R-rated film by ultra-vulgar Canadian television personalities Terrance and Phillip, and emerge with expanded vocabularies that leave their parents and teachers scandalized. When outraged Americans try to censor the film, the controversy spirals into a call to wage war on Canada and Terrance and Phillip end up on death row, with the kids their only hope of rescue.",5.1054,1999-06-24,"South Park: Bigger, Longer & Uncut",7.3,2797,"South Park: Bigger, Longer & Uncut",1999
[35],1542,en,Office Space,"A depressed white-collar worker tries hypnotherapy, only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules, and hatch a hapless attempt to embezzle money from his soul-killing employers.",3.1259,1999-02-19,Office Space,7.375,3165,Office Space,1999
"[35, 18]",10683,en,Happiness,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection.",2.953,1998-10-11,Happiness,7.449,866,Happiness,1998
"[28, 80, 18]",2034,en,Training Day,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",10.0055,2001-10-05,Training Day,7.506,6227,Training Day,2001
"[35, 18]",11545,en,Rushmore,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",4.2299,1998-12-11,Rushmore,7.397,2584,Rushmore,1998
"[35, 18, 14]",492,en,Being John Malkovich,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",7.4353,1999-10-29,Being John Malkovich,7.412,4551,Being John Malkovich,1999
"[18, 35, 10749]",2898,en,As Good as It Gets,"Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is brutally attacked and hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, leaves work to care for her chronically ill son, making it impossible for Melvin to eat breakfast.",4.9924,1997-12-19,As Good as It Gets,7.396,3921,As Good as It Gets,1997
"[878, 28, 12]",18,fr,Le Cinquième Élément,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",13.9107,1997-05-02,The Fifth Element,7.557,11181,The Fifth Element,1997
"[80, 18, 53]",9366,en,Donnie Brasco,An FBI undercover agent infiltrates the mob and identifies more with the mafia life at the expense of his regular one.,4.6273,1997-02-27,Donnie Brasco,7.537,4628,Donnie Brasco,1997
[18],7863,en,Shine,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",1.959,1996-08-15,Shine,7.372,676,Shine,1996
"[80, 18, 9648, 53]",1592,en,Primal Fear,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a third person in the room.",10.6009,1996-03-06,Primal Fear,7.657,3613,Primal Fear,1996
[18],10549,en,Hamlet,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother now marrying the murderer... his uncle. Meanwhile, war is brewing.",1.8175,1996-12-25,Hamlet,7.33,495,Hamlet,1996
"[18, 10751, 14]",19101,en,A Little Princess,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self-worth.",2.6287,1995-05-10,A Little Princess,7.6,1001,A Little Princess,1995
[35],2292,en,Clerks,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",1.4863,1994-10-19,Clerks,7.389,2607,Clerks,1994
"[18, 35]",695,en,Short Cuts,"Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.",2.4219,1993-10-01,Short Cuts,7.212,631,Short Cuts,1993
[18],9800,en,Philadelphia,Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,4.164,1993-12-22,Philadelphia,7.718,4412,Philadelphia,1993
"[10402, 35, 10751, 14, 18]",10437,en,The Muppet Christmas Carol,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.",3.0145,1992-12-11,The Muppet Christmas Carol,7.425,1067,The Muppet Christmas Carol,1992
"[18, 36]",1883,en,Malcolm X,"A tribute to the controversial black activist and leader of the struggle for black liberation. He hit bottom during his imprisonment in the '50s, he became a Black Muslim and then a leader in the Nation of Islam. His assassination in 1965 left a legacy of self-determination and racial pride.",5.4853,1992-11-18,Malcolm X,7.541,1768,Malcolm X,1992
"[28, 36, 10749, 10752]",9361,en,The Last of the Mohicans,"In war-torn colonial America, in the midst of a bloody battle between British, the French and Native American allies, the aristocratic daughter of a British Colonel and her party are captured by a group of Huron warriors. Fortunately, a group of three Mohican trappers comes to their rescue.",9.568,1992-08-26,The Last of the Mohicans,7.385,3238,The Last of the Mohicans,1992
"[80, 18, 9648]",9504,en,Glengarry Glen Ross,"Times are tough at Premiere Properties. Shelley ""the machine"" Levene and Dave Moss are veteran salesmen, but only Ricky Roma is on a hot streak. The new Glengarry sales leads could turn everything around, but the front office is holding them back until these ""losers"" prove themselves. Then someone decides to take matters into his own hands, stealing the Glengarry leads and leaving everyone wondering who did it.",2.3311,1992-09-10,Glengarry Glen Ross,7.338,1486,Glengarry Glen Ross,1992
[18],881,en,A Few Good Men,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",6.7232,1992-12-11,A Few Good Men,7.545,3867,A Few Good Men,1992
"[18, 35]",1633,en,Fried Green Tomatoes,"Amidst her own personality crisis, a southern housewife meets an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in 1920s Whistle Stop, Alabama.",7.3473,1991-12-27,Fried Green Tomatoes,7.7,1402,Fried Green Tomatoes,1991
"[35, 18, 53]",290,en,Barton Fink,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,3.0314,1991-08-01,Barton Fink,7.454,1761,Barton Fink,1991
"[18, 53, 80]",379,en,Miller's Crossing,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",6.1908,1990-09-21,Miller's Crossing,7.458,1735,Miller's Crossing,1990
"[14, 16, 35, 80]",856,en,Who Framed Roger Rabbit,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",10.9426,1988-06-22,Who Framed Roger Rabbit,7.531,5925,Who Framed Roger Rabbit,1988
"[35, 18]",13446,en,Withnail & I,"Two out-of-work actors -- the anxious, luckless Marwood and his acerbic, alcoholic friend, Withnail -- spend their days drifting between their squalid flat, the unemployment office and the pub. When they take a holiday ""by mistake"" at the country house of Withnail's flamboyantly gay uncle, Monty, they encounter the unpleasant side of the English countryside: tedium, terrifying locals and torrential rain.",1.5518,1987-06-19,Withnail & I,7.265,584,Withnail & I,1987
"[18, 36]",746,en,The Last Emperor,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",4.9162,1987-10-04,The Last Emperor,7.6,1789,The Last Emperor,1987
"[18, 36, 10752]",10110,en,Empire of the Sun,"Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirit, providing a beacon of hope for the others held captive with him.",4.5566,1987-12-09,Empire of the Sun,7.509,2016,Empire of the Sun,1987
"[9648, 53, 80, 18]",793,en,Blue Velvet,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",7.1666,1986-09-19,Blue Velvet,7.6,3562,Blue Velvet,1986
"[14, 35, 10749]",10849,en,The Purple Rose of Cairo,"Cecilia is a waitress in New Jersey, living a dreary life during the Great Depression. Her only escape from her mundane reality is the movie theatre. After losing her job, Cecilia goes to see 'The Purple Rose of Cairo' in hopes of raising her spirits, where she watches dashing archaeologist Tom Baxter time and again.",2.8339,1985-03-01,The Purple Rose of Cairo,7.401,1082,The Purple Rose of Cairo,1985
"[35, 53, 18]",10843,en,After Hours,"Desperate to escape his mind-numbing routine, uptown Manhattan office worker Paul Hackett ventures downtown for a hookup with a mystery woman.",3.1925,1985-09-13,After Hours,7.497,1597,After Hours,1985
[35],11030,en,Zelig,"Fictional documentary about the life of human chameleon Leonard Zelig, a man who becomes a celebrity in the 1920s due to his ability to look and act like whoever is around him. Clever editing places Zelig in real newsreel footage of Woodrow Wilson, Babe Ruth, and others.",2.0971,1983-07-15,Zelig,7.4,885,Zelig,1983
[18],24226,en,The Verdict,"Frank Galvin is a down-on-his-luck lawyer and reduced to drinking and ambulance chasing, when a former associate reminds him of his obligations in a medical malpractice suit by serving it to Galvin on a silver platter—all parties are willing to settle out of court. Blundering his way through the preliminaries, Galvin suddenly realizes that the case should actually go to court—to punish the guilty, to get a decent settlement for his clients... and to restore his standing as a lawyer.",4.3106,1982-12-08,The Verdict,7.4,673,The Verdict,1982
"[28, 12, 878, 53]",154,en,Star Trek II: The Wrath of Khan,"The starship Enterprise and its crew is pulled back into action when old nemesis, Khan, steals a top secret device called Project Genesis.",1.7936,1982-06-04,Star Trek II: The Wrath of Khan,7.447,2007,Star Trek II: The Wrath of Khan,1982
"[28, 12, 53, 10752]",1368,en,First Blood,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.",14.648,1982-10-22,First Blood,7.495,6561,First Blood,1982
[18],16619,en,Ordinary People,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",1.5716,1980-09-19,Ordinary People,7.466,654,Ordinary People,1980
[35],813,en,Airplane!,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,7.1325,1980-06-27,Airplane!,7.3,4760,Airplane!,1980
"[27, 53]",948,en,Halloween,"Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",9.7637,1978-10-24,Halloween,7.561,5873,Halloween,1978
[35],11686,en,Love and Death,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",1.8916,1975-06-10,Love and Death,7.501,927,Love and Death,1975
"[80, 53, 28]",8333,en,The Taking of Pelham One Two Three,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",3.1187,1974-10-02,The Taking of Pelham One Two Three,7.474,574,The Taking of Pelham One Two Three,1974
"[37, 35]",11072,en,Blazing Saddles,"A town—where everyone seems to be named Johnson—stands in the way of the railroad. In order to grab their land, robber baron Hedley Lamarr sends his henchmen to make life in the town unbearable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",5.3665,1974-02-07,Blazing Saddles,7.247,1966,Blazing Saddles,1974
"[80, 18]",9040,en,Serpico,New York cop Frank Serpico blows the whistle on the rampant corruption in the force only to have his comrades turn against him.,2.9282,1973-12-18,Serpico,7.533,2054,Serpico,1973
[28],9461,en,Enter the Dragon,A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.,4.1828,1973-08-17,Enter the Dragon,7.422,1985,Enter the Dragon,1973
"[18, 12, 53]",10669,en,Deliverance,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",2.7405,1972-08-18,Deliverance,7.313,1696,Deliverance,1972
"[28, 80, 53]",1051,en,The French Connection,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,3.6275,1971-10-09,The French Connection,7.497,1999,The French Connection,1971
"[28, 80, 53]",984,en,Dirty Harry,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath.",2.9632,1971-12-23,Dirty Harry,7.5,2582,Dirty Harry,1971
"[28, 12, 10752]",11046,en,Where Eagles Dare,"World War II is raging, and an American general has been captured and is being held hostage in the Schloss Adler, a Bavarian castle that's nearly impossible to breach. It's up to a group of skilled Allied soldiers to liberate the general before it's too late.",7.5559,1968-12-04,Where Eagles Dare,7.514,925,Where Eagles Dare,1968
[35],11356,en,The Odd Couple,"In New York, Felix, a neurotic news writer who just broke up with his wife, is urged by his chaotic friend Oscar, a sports journalist, to move in with him, but their lifestyles are as different as night and day are, so Felix's ideas about housekeeping soon begin to irritate Oscar.",1.4559,1968-05-16,The Odd Couple,7.45,605,The Odd Couple,1968
"[28, 12, 10752]",1654,en,The Dirty Dozen,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",4.8756,1967-06-15,The Dirty Dozen,7.596,1254,The Dirty Dozen,1967
"[18, 36]",874,en,A Man for All Seasons,"A depiction of the conflict between King Henry VIII of England and his Lord Chancellor, Sir Thomas More, who refuses to swear the Oath of Supremacy declaring Henry Supreme Head of the Church in England.",1.43,1966-12-13,A Man for All Seasons,7.329,459,A Man for All Seasons,1966
"[18, 53, 27]",11481,en,Repulsion,"Beautiful young manicurist Carole suffers from androphobia (the pathological fear of interaction with men). When her sister and roommate, Helen, leaves their London flat to go on an Italian holiday with her married boyfriend, Carole withdraws into her apartment. She begins to experience frightful hallucinations, her fear gradually mutating into madness.",2.7602,1965-06-01,Repulsion,7.41,1039,Repulsion,1965
"[28, 18, 36, 10752]",14433,en,Zulu,"In 1879, during the Anglo-Zulu War, man-of-the-people Lt. Chard and snooty Lt. Bromhead are in charge of defending the isolated and vastly outnumbered Natal outpost of Rorke's Drift from tribal hordes.",3.7038,1964-01-22,Zulu,7.388,539,Zulu,1964
"[12, 28, 53]",658,en,Goldfinger,"Special agent 007 comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",7.5754,1964-09-20,Goldfinger,7.354,3735,Goldfinger,1964
"[27, 53]",571,en,The Birds,Thousands of birds flock into a seaside town and terrorize the residents in a series of deadly attacks.,5.6807,1963-03-28,The Birds,7.519,4262,The Birds,1963
"[53, 18]",11349,en,Cape Fear,"Sam Bowden witnesses a rape committed by Max Cady and testifies against him. When released after 8 years in prison, Cady begins stalking Bowden and his family but is always clever enough not to violate the law.",5.0305,1962-04-12,Cape Fear,7.45,595,Cape Fear,1962
"[27, 53, 18]",11167,en,Peeping Tom,"Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making.",2.0837,1960-05-16,Peeping Tom,7.4,844,Peeping Tom,1960
"[37, 28, 12]",966,en,The Magnificent Seven,An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,6.6209,1960-10-12,The Magnificent Seven,7.5,1873,The Magnificent Seven,1960
"[878, 27, 53]",11549,en,Invasion of the Body Snatchers,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,3.8939,1956-02-05,Invasion of the Body Snatchers,7.464,1128,Invasion of the Body Snatchers,1956
[18],221,en,Rebel Without a Cause,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",3.2605,1955-10-27,Rebel Without a Cause,7.516,1681,Rebel Without a Cause,1955
"[35, 80]",5506,en,The Ladykillers,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,1.6877,1955-12-08,The Ladykillers,7.274,503,The Ladykillers,1955
"[35, 10749, 18]",6620,en,Sabrina,"Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work – busily running the family corporate empire, he has no time for a wife and family. David is all play – technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. Meanwhile, Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who goes away to Paris for two years, and returns to capture David's attention, while falling in love with Linus.",3.4324,1954-09-01,Sabrina,7.509,1288,Sabrina,1954
"[10749, 35, 18]",3109,en,The Quiet Man,"An American man returns to the village of his birth in Ireland, where he finds love and conflict.",2.8345,1952-07-21,The Quiet Man,7.3,564,The Quiet Man,1952
"[878, 53, 18]",828,en,The Day the Earth Stood Still,An alien and a robot land on Earth after World War II and tell mankind to be peaceful or face destruction.,4.7537,1951-09-28,The Day the Earth Stood Still,7.444,1168,The Day the Earth Stood Still,1951
"[10749, 18, 53]",3767,en,Gilda,"A gambler discovers an old flame while in Argentina, but she's married to his new boss.",3.323,1946-04-25,Gilda,7.5,608,Gilda,1946
"[16, 10751, 14]",756,en,Fantasia,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",8.1589,1940-11-13,Fantasia,7.354,3178,Fantasia,1940
"[27, 878]",10787,en,The Invisible Man,"After experimenting on himself and becoming invisible, scientist Jack Griffin, now aggressive due to the drug's effects, seeks a way to reverse the experiment at any cost.",3.5857,1933-11-03,The Invisible Man,7.5,888,The Invisible Man,1933
"[18, 53]",552178,en,Dark Waters,"A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. In the process, he risks everything — his future, his family, and his own life — to expose the truth.",3.8438,2019-11-22,Dark Waters,7.541,2340,Dark Waters,2019
"[18, 9648, 53]",489999,en,Searching,"After David Kim's 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter's laptop.",3.194,2018-08-24,Searching,7.569,4019,Searching,2018
